,trading_day,component,lag_length,aic
55,274,56.0,4.0,-3.421984526185132
56,274,57.0,1.0,-3.4208299338671107
57,274,58.0,1.0,-3.432481705931303
58,274,59.0,5.0,-3.4500849857514413
59,274,60.0,1.0,-3.4699540802040643
60,274,61.0,1.0,-3.464568367200434
61,274,62.0,1.0,-3.4938430574844683
62,274,63.0,1.0,-3.514262117154399
63,274,64.0,3.0,-3.5167128532559215
64,274,65.0,1.0,-3.5444205946782605
65,274,66.0,1.0,-3.564736068444361
66,274,67.0,1.0,-3.5751246207294662
67,274,68.0,7.0,-3.5775793217299627
68,274,69.0,1.0,-3.5976454450183266
69,274,70.0,1.0,-3.606755106105075
70,274,71.0,6.0,-3.62839254129015
71,274,72.0,2.0,-3.6390889118139462
72,274,73.0,1.0,-3.6732581512840894
73,274,74.0,1.0,-3.684035855412225
74,274,75.0,1.0,-3.689808393031466
75,274,76.0,1.0,-3.686711119354211
76,274,77.0,7.0,-3.7007962074673375
77,274,78.0,1.0,-3.7184011891125124
78,274,79.0,2.0,-3.734247661133695
79,274,80.0,1.0,-3.749040743689292
80,274,81.0,2.0,-3.788975320432613
81,274,82.0,2.0,-3.780471505585541
82,274,83.0,1.0,-3.810213687728568
83,274,84.0,1.0,-3.794570717993762
84,274,85.0,15.0,-3.870425999898527
85,274,86.0,1.0,-3.8084386706805238
86,274,87.0,15.0,-3.829049741288983
87,274,88.0,2.0,-3.8510460279134486
88,274,89.0,1.0,-3.8597458034379613
89,274,90.0,1.0,-3.8787732576126084
90,274,91.0,1.0,-3.889148241360112
91,274,92.0,1.0,-3.9096479365784744
92,274,93.0,4.0,-3.9217983413501187
93,274,94.0,12.0,-3.930680976236926
94,274,95.0,1.0,-3.945909047865533
95,274,96.0,15.0,-3.989932651637347
96,274,97.0,1.0,-3.9685847908873457
97,274,98.0,1.0,-3.970490122281736
98,274,99.0,1.0,-3.996136735432705
99,274,100.0,6.0,-4.006492530246369
0,275,1.0,2.0,0.2480236681368722
1,275,2.0,1.0,-0.80234635301938
2,275,3.0,1.0,-1.2996826957420486
3,275,4.0,1.0,-1.474047907344561
4,275,5.0,1.0,-1.4897963038392494
5,275,6.0,2.0,-1.9136983774614391
6,275,7.0,2.0,-1.9716561037688045
7,275,8.0,2.0,-2.150543223573197
8,275,9.0,8.0,-2.2444539081527264
9,275,10.0,4.0,-2.429156783600681
10,275,11.0,3.0,-2.5493276280619876
11,275,12.0,4.0,-2.5407940254111647
12,275,13.0,6.0,-2.6238303077354734
13,275,14.0,4.0,-2.6171936742965998
14,275,15.0,8.0,-2.6234813813827094
15,275,16.0,1.0,-2.651136634411966
16,275,17.0,1.0,-2.662831927150152
17,275,18.0,4.0,-2.6961500142824506
18,275,19.0,2.0,-2.751433068907896
19,275,20.0,11.0,-2.749281462020167
20,275,21.0,7.0,-2.7892471221921507
21,275,22.0,7.0,-2.8392202729978346
22,275,23.0,14.0,-2.9250820606948564
23,275,24.0,3.0,-2.88446304018484
24,275,25.0,9.0,-2.9037396697698585
25,275,26.0,1.0,-2.9063447268465534
26,275,27.0,12.0,-2.906802866883543
27,275,28.0,1.0,-2.938894483523305
28,275,29.0,4.0,-2.951717803058938
29,275,30.0,8.0,-2.9971367858235665
30,275,31.0,10.0,-2.991326937046872
31,275,32.0,1.0,-2.9965329528351297
32,275,33.0,7.0,-3.0386785181573717
33,275,34.0,10.0,-3.0784986846463904
34,275,35.0,3.0,-3.0673047973414307
35,275,36.0,1.0,-3.099152738165208
36,275,37.0,3.0,-3.1200633146095043
37,275,38.0,4.0,-3.1377309676775638
38,275,39.0,9.0,-3.1494883381112557
39,275,40.0,12.0,-3.1541684239277337
40,275,41.0,1.0,-3.17430442304787
41,275,42.0,3.0,-3.1932818030684254
42,275,43.0,5.0,-3.2014614865530437
43,275,44.0,1.0,-3.2348522137270774
44,275,45.0,1.0,-3.248155367693427
45,275,46.0,3.0,-3.2707049586245764
46,275,47.0,1.0,-3.2639085281890075
47,275,48.0,1.0,-3.2887579310498287
48,275,49.0,3.0,-3.2972008306172143
49,275,50.0,1.0,-3.30301668798435
50,275,51.0,7.0,-3.322608622975297
51,275,52.0,2.0,-3.343092416970291
52,275,53.0,1.0,-3.3821481818795407
53,275,54.0,3.0,-3.362488275621182
54,275,55.0,7.0,-3.3815144519744944
55,275,56.0,4.0,-3.4159635350769406
56,275,57.0,1.0,-3.4219015656391845
57,275,58.0,1.0,-3.4410469597010036
58,275,59.0,5.0,-3.442958655285739
59,275,60.0,1.0,-3.4716680235665054
